time,gFx,gFy,gFz,TgF
14.361613,-0.0027,0.8038,0.0594,0.81
14.393781,0.0596,0.849,0.0396,0.85
14.41074,0.044,0.8688,0.042,0.87
14.432382,0.0024,0.9149,0.0603,0.92
14.45272,-0.0191,0.9628,0.0647,0.97
14.460095,-0.0181,0.9806,0.0782,0.98
14.494584,0.0049,1.0522,0.1532,1.06
14.511202,-0.0191,1.073,0.0303,1.07
14.533095,-0.0005,1.1033,0.0305,1.1
14.5572,-0.0005,1.0891,0.0542,1.09
14.568183,0.0137,1.0974,0.0264,1.1
14.594121,0.0635,1.157,0.0721,1.16
14.612004,0.0423,1.1886,0.0559,1.19
14.630104,-0.0049,1.179,0.0154,1.18
14.649485,-0.0308,1.1981,0.0086,1.2
14.669921,-0.0362,1.2924,0.0621,1.29
14.693881,-0.0332,1.4519,-0.0032,1.45
14.711028,-0.0801,1.4336,-0.0347,1.44
14.728015,-0.0618,1.3666,0.0293,1.37
14.751826,-0.1278,1.1673,-0.0779,1.18
14.766861,-0.1495,1.0666,-0.0203,1.08
14.794532,-0.1187,0.9596,-0.0867,0.97
14.811884,-0.1156,0.9183,-0.1024,0.93
14.82828,-0.1021,0.9438,-0.0657,0.95
14.850016,-0.116,1.017,-0.0154,1.02
14.863938,-0.1383,1.0527,0.0095,1.06
14.895826,-0.1683,1.0046,0.0242,1.02
14.912381,-0.1576,0.9267,0.042,0.94
14.931896,-0.139,0.8133,0.0476,0.83
14.953533,-0.1219,0.6943,0.0364,0.71
14.979104,-0.1121,0.6389,0.0215,0.65
14.996294,-0.0682,0.6423,0.0169,0.65
15.012973,-0.0616,0.663,0.0525,0.67
15.033905,-0.0889,0.71,0.0899,0.72
15.05523,-0.1691,0.7781,0.044,0.8
15.066509,-0.1571,0.8206,0.0457,0.84
15.097684,-0.1549,0.934,0.0633,0.95
15.113376,-0.1483,0.9518,0.0076,0.96
15.135518,-0.1556,0.9748,0.0667,0.99
15.153076,-0.0985,1.028,0.1094,1.04
15.180841,-0.0938,1.0278,0.0738,1.03
15.196605,-0.118,1.009,0.097,1.02
15.214131,-0.1334,0.9892,0.076,1
15.230663,-0.1346,0.9753,0.1004,0.99
15.253141,-0.1212,0.9826,0.1016,1
15.275711,-0.1041,0.9821,0.0884,0.99
15.296835,-0.1422,0.9904,-0.0064,1
15.314372,-0.1803,1.0158,0.0672,1.03
15.330708,-0.1788,1.0493,0.0657,1.07
15.352696,-0.1378,1.1067,0.0542,1.12
15.37459,-0.1603,1.1685,0.0906,1.18
15.398587,-0.1749,1.2118,0.0904,1.23
15.414775,-0.1412,1.244,0.0616,1.25
15.431658,-0.1256,1.2672,0.0867,1.28
15.452884,-0.1402,1.2648,0.0611,1.27
15.474239,-0.1842,1.2807,0.0056,1.29
15.49796,-0.1393,1.3163,-0.0137,1.32
15.515005,-0.0557,1.3153,-0.0281,1.32
15.536279,0.0261,1.221,-0.0535,1.22
15.558848,-0.03,1.0476,-0.052,1.05
15.581847,-0.0611,0.912,-0.1634,0.93
15.598694,-0.0574,0.9291,-0.0513,0.93
15.614901,0.0293,0.9914,-0.0061,0.99
15.636271,0.03,1.0439,0.0068,1.04
15.656648,-0.0105,1.0217,-0.0315,1.02
15.682707,-0.0528,0.9142,-0.0107,0.92
15.698487,-0.0235,0.8573,0.023,0.86
15.715679,-0.0142,0.7886,0.0457,0.79
15.73661,-0.0291,0.7212,0.0279,0.72
15.758773,-0.0257,0.7026,0.0027,0.7
15.782669,-0.0139,0.729,0.0335,0.73
15.798986,-0.0159,0.7429,0.0046,0.74
15.816557,-0.0107,0.7446,0.044,0.75
15.854745,0.0059,0.7918,0.0227,0.79
15.874448,0.0286,0.8753,0.0638,0.88
15.882578,0.0347,0.9135,0.0723,0.92
15.899101,0.0117,0.9775,0.0533,0.98
15.93271,-0.0037,1.0569,0.0745,1.06
15.955091,-0.0068,1.0781,0.0552,1.08
15.972726,-0.0056,1.0679,0.0713,1.07
15.982434,0.0039,1.0644,0.0699,1.07
15.999939,0.0029,1.0505,0.0286,1.05
16.036176,0.0574,1.1285,0.0643,1.13
